Iteration,A,R,sdvig,polojenie
48623,5.5,9.0,100,37.5
48624,5.5,9.0,100,40.0
48625,5.5,9.0,100,42.5
48626,5.5,9.0,100,45.0
48627,5.5,9.0,100,47.5
48628,5.5,9.0,100,50.0
48629,5.5,9.0,110,-50.0
48630,5.5,9.0,110,-47.5
48631,5.5,9.0,110,-45.0
48632,5.5,9.0,110,-42.5
48633,5.5,9.0,110,-40.0
48634,5.5,9.0,110,-37.5
48635,5.5,9.0,110,-35.0
48636,5.5,9.0,110,-32.5
48637,5.5,9.0,110,-30.0
48638,5.5,9.0,110,-27.5
48639,5.5,9.0,110,-25.0
48640,5.5,9.0,110,-22.5
48641,5.5,9.0,110,-20.0
48642,5.5,9.0,110,-17.5
48643,5.5,9.0,110,-15.0
48644,5.5,9.0,110,-12.5
48645,5.5,9.0,110,-10.0
48646,5.5,9.0,110,-7.5
48647,5.5,9.0,110,-5.0
48648,5.5,9.0,110,-2.5
48649,5.5,9.0,110,0.0
48650,5.5,9.0,110,2.5
48651,5.5,9.0,110,5.0
48652,5.5,9.0,110,7.5
48653,5.5,9.0,110,10.0
48654,5.5,9.0,110,12.5
48655,5.5,9.0,110,15.0
48656,5.5,9.0,110,17.5
48657,5.5,9.0,110,20.0
48658,5.5,9.0,110,22.5
48659,5.5,9.0,110,25.0
48660,5.5,9.0,110,27.5
48661,5.5,9.0,110,30.0
48662,5.5,9.0,110,32.5
48663,5.5,9.0,110,35.0
48664,5.5,9.0,110,37.5
48665,5.5,9.0,110,40.0
48666,5.5,9.0,110,42.5
48667,5.5,9.0,110,45.0
48668,5.5,9.0,110,47.5
48669,5.5,9.0,110,50.0
48670,5.5,9.0,120,-50.0
48671,5.5,9.0,120,-47.5
48672,5.5,9.0,120,-45.0
48673,5.5,9.0,120,-42.5
48674,5.5,9.0,120,-40.0
48675,5.5,9.0,120,-37.5
48676,5.5,9.0,120,-35.0
48677,5.5,9.0,120,-32.5
48678,5.5,9.0,120,-30.0
48679,5.5,9.0,120,-27.5
48680,5.5,9.0,120,-25.0
48681,5.5,9.0,120,-22.5
48682,5.5,9.0,120,-20.0
48683,5.5,9.0,120,-17.5
48684,5.5,9.0,120,-15.0
48685,5.5,9.0,120,-12.5
48686,5.5,9.0,120,-10.0
48687,5.5,9.0,120,-7.5
48688,5.5,9.0,120,-5.0
48689,5.5,9.0,120,-2.5
48690,5.5,9.0,120,0.0
48691,5.5,9.0,120,2.5
48692,5.5,9.0,120,5.0
48693,5.5,9.0,120,7.5
48694,5.5,9.0,120,10.0
48695,5.5,9.0,120,12.5
48696,5.5,9.0,120,15.0
48697,5.5,9.0,120,17.5
48698,5.5,9.0,120,20.0
48699,5.5,9.0,120,22.5
48700,5.5,9.0,120,25.0
48701,5.5,9.0,120,27.5
48702,5.5,9.0,120,30.0
48703,5.5,9.0,120,32.5
48704,5.5,9.0,120,35.0
48705,5.5,9.0,120,37.5
48706,5.5,9.0,120,40.0
48707,5.5,9.0,120,42.5
48708,5.5,9.0,120,45.0
48709,5.5,9.0,120,47.5
48710,5.5,9.0,120,50.0
48711,5.5,9.0,130,-50.0
48712,5.5,9.0,130,-47.5
48713,5.5,9.0,130,-45.0
48714,5.5,9.0,130,-42.5
48715,5.5,9.0,130,-40.0
48716,5.5,9.0,130,-37.5
48717,5.5,9.0,130,-35.0
48718,5.5,9.0,130,-32.5
48719,5.5,9.0,130,-30.0
48720,5.5,9.0,130,-27.5
48721,5.5,9.0,130,-25.0
48722,5.5,9.0,130,-22.5
48723,5.5,9.0,130,-20.0
48724,5.5,9.0,130,-17.5
48725,5.5,9.0,130,-15.0
48726,5.5,9.0,130,-12.5
48727,5.5,9.0,130,-10.0
48728,5.5,9.0,130,-7.5
48729,5.5,9.0,130,-5.0
48730,5.5,9.0,130,-2.5
48731,5.5,9.0,130,0.0
48732,5.5,9.0,130,2.5
48733,5.5,9.0,130,5.0
48734,5.5,9.0,130,7.5
48735,5.5,9.0,130,10.0
48736,5.5,9.0,130,12.5
48737,5.5,9.0,130,15.0
48738,5.5,9.0,130,17.5
48739,5.5,9.0,130,20.0
48740,5.5,9.0,130,22.5
48741,5.5,9.0,130,25.0
48742,5.5,9.0,130,27.5
48743,5.5,9.0,130,30.0
48744,5.5,9.0,130,32.5
48745,5.5,9.0,130,35.0
48746,5.5,9.0,130,37.5
48747,5.5,9.0,130,40.0
48748,5.5,9.0,130,42.5
48749,5.5,9.0,130,45.0
48750,5.5,9.0,130,47.5
48751,5.5,9.0,130,50.0
48752,5.5,9.5,20,-50.0
48753,5.5,9.5,20,-47.5
48754,5.5,9.5,20,-45.0
48755,5.5,9.5,20,-42.5
48756,5.5,9.5,20,-40.0
48757,5.5,9.5,20,-37.5
48758,5.5,9.5,20,-35.0
48759,5.5,9.5,20,-32.5
48760,5.5,9.5,20,-30.0
48761,5.5,9.5,20,-27.5
48762,5.5,9.5,20,-25.0
48763,5.5,9.5,20,-22.5
48764,5.5,9.5,20,-20.0
48765,5.5,9.5,20,-17.5
48766,5.5,9.5,20,-15.0
48767,5.5,9.5,20,-12.5
48768,5.5,9.5,20,-10.0
48769,5.5,9.5,20,-7.5
48770,5.5,9.5,20,-5.0
48771,5.5,9.5,20,-2.5
48772,5.5,9.5,20,0.0
48773,5.5,9.5,20,2.5
48774,5.5,9.5,20,5.0
48775,5.5,9.5,20,7.5
48776,5.5,9.5,20,10.0
48777,5.5,9.5,20,12.5
48778,5.5,9.5,20,15.0
48779,5.5,9.5,20,17.5
48780,5.5,9.5,20,20.0
48781,5.5,9.5,20,22.5
48782,5.5,9.5,20,25.0
48783,5.5,9.5,20,27.5
48784,5.5,9.5,20,30.0
48785,5.5,9.5,20,32.5
48786,5.5,9.5,20,35.0
48787,5.5,9.5,20,37.5
48788,5.5,9.5,20,40.0
48789,5.5,9.5,20,42.5
48790,5.5,9.5,20,45.0
48791,5.5,9.5,20,47.5
48792,5.5,9.5,20,50.0
48793,5.5,9.5,30,-50.0
48794,5.5,9.5,30,-47.5
48795,5.5,9.5,30,-45.0
48796,5.5,9.5,30,-42.5
48797,5.5,9.5,30,-40.0
48798,5.5,9.5,30,-37.5
48799,5.5,9.5,30,-35.0
48800,5.5,9.5,30,-32.5
48801,5.5,9.5,30,-30.0
48802,5.5,9.5,30,-27.5
48803,5.5,9.5,30,-25.0
48804,5.5,9.5,30,-22.5
48805,5.5,9.5,30,-20.0
48806,5.5,9.5,30,-17.5
48807,5.5,9.5,30,-15.0
48808,5.5,9.5,30,-12.5
48809,5.5,9.5,30,-10.0
48810,5.5,9.5,30,-7.5
48811,5.5,9.5,30,-5.0
48812,5.5,9.5,30,-2.5
48813,5.5,9.5,30,0.0
48814,5.5,9.5,30,2.5
48815,5.5,9.5,30,5.0
48816,5.5,9.5,30,7.5
48817,5.5,9.5,30,10.0
48818,5.5,9.5,30,12.5
48819,5.5,9.5,30,15.0
48820,5.5,9.5,30,17.5
48821,5.5,9.5,30,20.0
48822,5.5,9.5,30,22.5
48823,5.5,9.5,30,25.0
48824,5.5,9.5,30,27.5
48825,5.5,9.5,30,30.0
48826,5.5,9.5,30,32.5
48827,5.5,9.5,30,35.0
48828,5.5,9.5,30,37.5
48829,5.5,9.5,30,40.0
48830,5.5,9.5,30,42.5
48831,5.5,9.5,30,45.0
48832,5.5,9.5,30,47.5
48833,5.5,9.5,30,50.0
48834,5.5,9.5,40,-50.0
48835,5.5,9.5,40,-47.5
48836,5.5,9.5,40,-45.0
48837,5.5,9.5,40,-42.5
48838,5.5,9.5,40,-40.0
48839,5.5,9.5,40,-37.5
48840,5.5,9.5,40,-35.0
48841,5.5,9.5,40,-32.5
48842,5.5,9.5,40,-30.0
48843,5.5,9.5,40,-27.5
48844,5.5,9.5,40,-25.0
48845,5.5,9.5,40,-22.5
48846,5.5,9.5,40,-20.0
48847,5.5,9.5,40,-17.5
48848,5.5,9.5,40,-15.0
48849,5.5,9.5,40,-12.5
48850,5.5,9.5,40,-10.0
48851,5.5,9.5,40,-7.5
48852,5.5,9.5,40,-5.0
48853,5.5,9.5,40,-2.5
48854,5.5,9.5,40,0.0
48855,5.5,9.5,40,2.5
48856,5.5,9.5,40,5.0
48857,5.5,9.5,40,7.5
48858,5.5,9.5,40,10.0
48859,5.5,9.5,40,12.5
48860,5.5,9.5,40,15.0
48861,5.5,9.5,40,17.5
48862,5.5,9.5,40,20.0
48863,5.5,9.5,40,22.5
48864,5.5,9.5,40,25.0
48865,5.5,9.5,40,27.5
48866,5.5,9.5,40,30.0
48867,5.5,9.5,40,32.5
48868,5.5,9.5,40,35.0
48869,5.5,9.5,40,37.5
48870,5.5,9.5,40,40.0
48871,5.5,9.5,40,42.5
48872,5.5,9.5,40,45.0
48873,5.5,9.5,40,47.5
48874,5.5,9.5,40,50.0
48875,5.5,9.5,50,-50.0
48876,5.5,9.5,50,-47.5
48877,5.5,9.5,50,-45.0
48878,5.5,9.5,50,-42.5
48879,5.5,9.5,50,-40.0
48880,5.5,9.5,50,-37.5
48881,5.5,9.5,50,-35.0
48882,5.5,9.5,50,-32.5
48883,5.5,9.5,50,-30.0
48884,5.5,9.5,50,-27.5
48885,5.5,9.5,50,-25.0
48886,5.5,9.5,50,-22.5
48887,5.5,9.5,50,-20.0
48888,5.5,9.5,50,-17.5
48889,5.5,9.5,50,-15.0
48890,5.5,9.5,50,-12.5
48891,5.5,9.5,50,-10.0
48892,5.5,9.5,50,-7.5
48893,5.5,9.5,50,-5.0
48894,5.5,9.5,50,-2.5
48895,5.5,9.5,50,0.0
48896,5.5,9.5,50,2.5
48897,5.5,9.5,50,5.0
48898,5.5,9.5,50,7.5
48899,5.5,9.5,50,10.0
48900,5.5,9.5,50,12.5
48901,5.5,9.5,50,15.0
48902,5.5,9.5,50,17.5
48903,5.5,9.5,50,20.0
48904,5.5,9.5,50,22.5
48905,5.5,9.5,50,25.0
48906,5.5,9.5,50,27.5
48907,5.5,9.5,50,30.0
48908,5.5,9.5,50,32.5
48909,5.5,9.5,50,35.0
48910,5.5,9.5,50,37.5
48911,5.5,9.5,50,40.0
48912,5.5,9.5,50,42.5
48913,5.5,9.5,50,45.0
48914,5.5,9.5,50,47.5
48915,5.5,9.5,50,50.0
48916,5.5,9.5,60,-50.0
48917,5.5,9.5,60,-47.5
48918,5.5,9.5,60,-45.0
48919,5.5,9.5,60,-42.5
48920,5.5,9.5,60,-40.0
48921,5.5,9.5,60,-37.5
48922,5.5,9.5,60,-35.0
48923,5.5,9.5,60,-32.5
48924,5.5,9.5,60,-30.0
48925,5.5,9.5,60,-27.5
48926,5.5,9.5,60,-25.0
48927,5.5,9.5,60,-22.5
48928,5.5,9.5,60,-20.0
48929,5.5,9.5,60,-17.5
48930,5.5,9.5,60,-15.0
48931,5.5,9.5,60,-12.5
48932,5.5,9.5,60,-10.0
48933,5.5,9.5,60,-7.5
48934,5.5,9.5,60,-5.0
48935,5.5,9.5,60,-2.5
48936,5.5,9.5,60,0.0
48937,5.5,9.5,60,2.5
48938,5.5,9.5,60,5.0
48939,5.5,9.5,60,7.5
48940,5.5,9.5,60,10.0
48941,5.5,9.5,60,12.5
48942,5.5,9.5,60,15.0
48943,5.5,9.5,60,17.5
48944,5.5,9.5,60,20.0
48945,5.5,9.5,60,22.5
48946,5.5,9.5,60,25.0
48947,5.5,9.5,60,27.5
48948,5.5,9.5,60,30.0
48949,5.5,9.5,60,32.5
48950,5.5,9.5,60,35.0
48951,5.5,9.5,60,37.5
48952,5.5,9.5,60,40.0
48953,5.5,9.5,60,42.5
48954,5.5,9.5,60,45.0
48955,5.5,9.5,60,47.5
48956,5.5,9.5,60,50.0
48957,5.5,9.5,70,-50.0
48958,5.5,9.5,70,-47.5
48959,5.5,9.5,70,-45.0
48960,5.5,9.5,70,-42.5
48961,5.5,9.5,70,-40.0
48962,5.5,9.5,70,-37.5
48963,5.5,9.5,70,-35.0
48964,5.5,9.5,70,-32.5
48965,5.5,9.5,70,-30.0
48966,5.5,9.5,70,-27.5
48967,5.5,9.5,70,-25.0
48968,5.5,9.5,70,-22.5
48969,5.5,9.5,70,-20.0
48970,5.5,9.5,70,-17.5
48971,5.5,9.5,70,-15.0
48972,5.5,9.5,70,-12.5
48973,5.5,9.5,70,-10.0
48974,5.5,9.5,70,-7.5
48975,5.5,9.5,70,-5.0
48976,5.5,9.5,70,-2.5
48977,5.5,9.5,70,0.0
48978,5.5,9.5,70,2.5
48979,5.5,9.5,70,5.0
48980,5.5,9.5,70,7.5
48981,5.5,9.5,70,10.0
48982,5.5,9.5,70,12.5
48983,5.5,9.5,70,15.0
48984,5.5,9.5,70,17.5
48985,5.5,9.5,70,20.0
48986,5.5,9.5,70,22.5
48987,5.5,9.5,70,25.0
48988,5.5,9.5,70,27.5
48989,5.5,9.5,70,30.0
48990,5.5,9.5,70,32.5
48991,5.5,9.5,70,35.0
48992,5.5,9.5,70,37.5
48993,5.5,9.5,70,40.0
48994,5.5,9.5,70,42.5
48995,5.5,9.5,70,45.0
48996,5.5,9.5,70,47.5
48997,5.5,9.5,70,50.0
48998,5.5,9.5,80,-50.0
48999,5.5,9.5,80,-47.5
49000,5.5,9.5,80,-45.0
49001,5.5,9.5,80,-42.5
49002,5.5,9.5,80,-40.0
49003,5.5,9.5,80,-37.5
49004,5.5,9.5,80,-35.0
49005,5.5,9.5,80,-32.5
49006,5.5,9.5,80,-30.0
49007,5.5,9.5,80,-27.5
49008,5.5,9.5,80,-25.0
49009,5.5,9.5,80,-22.5
49010,5.5,9.5,80,-20.0
49011,5.5,9.5,80,-17.5
49012,5.5,9.5,80,-15.0
49013,5.5,9.5,80,-12.5
49014,5.5,9.5,80,-10.0
49015,5.5,9.5,80,-7.5
49016,5.5,9.5,80,-5.0
49017,5.5,9.5,80,-2.5
49018,5.5,9.5,80,0.0
49019,5.5,9.5,80,2.5
49020,5.5,9.5,80,5.0
49021,5.5,9.5,80,7.5
49022,5.5,9.5,80,10.0
49023,5.5,9.5,80,12.5
49024,5.5,9.5,80,15.0
49025,5.5,9.5,80,17.5
49026,5.5,9.5,80,20.0
49027,5.5,9.5,80,22.5
49028,5.5,9.5,80,25.0
49029,5.5,9.5,80,27.5
49030,5.5,9.5,80,30.0
49031,5.5,9.5,80,32.5
49032,5.5,9.5,80,35.0
49033,5.5,9.5,80,37.5
49034,5.5,9.5,80,40.0
49035,5.5,9.5,80,42.5
49036,5.5,9.5,80,45.0
49037,5.5,9.5,80,47.5
49038,5.5,9.5,80,50.0
49039,5.5,9.5,90,-50.0
49040,5.5,9.5,90,-47.5
49041,5.5,9.5,90,-45.0
49042,5.5,9.5,90,-42.5
49043,5.5,9.5,90,-40.0
49044,5.5,9.5,90,-37.5
49045,5.5,9.5,90,-35.0
49046,5.5,9.5,90,-32.5
49047,5.5,9.5,90,-30.0
49048,5.5,9.5,90,-27.5
49049,5.5,9.5,90,-25.0
49050,5.5,9.5,90,-22.5
49051,5.5,9.5,90,-20.0
49052,5.5,9.5,90,-17.5
49053,5.5,9.5,90,-15.0
49054,5.5,9.5,90,-12.5
49055,5.5,9.5,90,-10.0
49056,5.5,9.5,90,-7.5
49057,5.5,9.5,90,-5.0
49058,5.5,9.5,90,-2.5
49059,5.5,9.5,90,0.0
49060,5.5,9.5,90,2.5
49061,5.5,9.5,90,5.0
49062,5.5,9.5,90,7.5
49063,5.5,9.5,90,10.0
49064,5.5,9.5,90,12.5
49065,5.5,9.5,90,15.0
49066,5.5,9.5,90,17.5
49067,5.5,9.5,90,20.0
49068,5.5,9.5,90,22.5
49069,5.5,9.5,90,25.0
49070,5.5,9.5,90,27.5
49071,5.5,9.5,90,30.0
49072,5.5,9.5,90,32.5
49073,5.5,9.5,90,35.0
49074,5.5,9.5,90,37.5
49075,5.5,9.5,90,40.0
49076,5.5,9.5,90,42.5
49077,5.5,9.5,90,45.0
49078,5.5,9.5,90,47.5
49079,5.5,9.5,90,50.0
49080,5.5,9.5,100,-50.0
49081,5.5,9.5,100,-47.5
49082,5.5,9.5,100,-45.0
49083,5.5,9.5,100,-42.5
49084,5.5,9.5,100,-40.0
49085,5.5,9.5,100,-37.5
49086,5.5,9.5,100,-35.0
49087,5.5,9.5,100,-32.5
49088,5.5,9.5,100,-30.0
49089,5.5,9.5,100,-27.5
49090,5.5,9.5,100,-25.0
49091,5.5,9.5,100,-22.5
49092,5.5,9.5,100,-20.0
49093,5.5,9.5,100,-17.5
49094,5.5,9.5,100,-15.0
49095,5.5,9.5,100,-12.5
49096,5.5,9.5,100,-10.0
49097,5.5,9.5,100,-7.5
49098,5.5,9.5,100,-5.0
49099,5.5,9.5,100,-2.5
49100,5.5,9.5,100,0.0
49101,5.5,9.5,100,2.5
49102,5.5,9.5,100,5.0
49103,5.5,9.5,100,7.5
49104,5.5,9.5,100,10.0
49105,5.5,9.5,100,12.5
49106,5.5,9.5,100,15.0
49107,5.5,9.5,100,17.5
49108,5.5,9.5,100,20.0
49109,5.5,9.5,100,22.5
49110,5.5,9.5,100,25.0
49111,5.5,9.5,100,27.5
49112,5.5,9.5,100,30.0
49113,5.5,9.5,100,32.5
49114,5.5,9.5,100,35.0
49115,5.5,9.5,100,37.5
49116,5.5,9.5,100,40.0
49117,5.5,9.5,100,42.5
49118,5.5,9.5,100,45.0
49119,5.5,9.5,100,47.5
49120,5.5,9.5,100,50.0
49121,5.5,9.5,110,-50.0
49122,5.5,9.5,110,-47.5
49123,5.5,9.5,110,-45.0
49124,5.5,9.5,110,-42.5
49125,5.5,9.5,110,-40.0
49126,5.5,9.5,110,-37.5
49127,5.5,9.5,110,-35.0
49128,5.5,9.5,110,-32.5
49129,5.5,9.5,110,-30.0
49130,5.5,9.5,110,-27.5
49131,5.5,9.5,110,-25.0
49132,5.5,9.5,110,-22.5
49133,5.5,9.5,110,-20.0
49134,5.5,9.5,110,-17.5
49135,5.5,9.5,110,-15.0
49136,5.5,9.5,110,-12.5
49137,5.5,9.5,110,-10.0
49138,5.5,9.5,110,-7.5
49139,5.5,9.5,110,-5.0
49140,5.5,9.5,110,-2.5
49141,5.5,9.5,110,0.0
49142,5.5,9.5,110,2.5
49143,5.5,9.5,110,5.0
49144,5.5,9.5,110,7.5
49145,5.5,9.5,110,10.0
49146,5.5,9.5,110,12.5
49147,5.5,9.5,110,15.0
49148,5.5,9.5,110,17.5
49149,5.5,9.5,110,20.0
49150,5.5,9.5,110,22.5
49151,5.5,9.5,110,25.0
49152,5.5,9.5,110,27.5
49153,5.5,9.5,110,30.0
49154,5.5,9.5,110,32.5
49155,5.5,9.5,110,35.0
49156,5.5,9.5,110,37.5
49157,5.5,9.5,110,40.0
49158,5.5,9.5,110,42.5
49159,5.5,9.5,110,45.0
49160,5.5,9.5,110,47.5
49161,5.5,9.5,110,50.0
49162,5.5,9.5,120,-50.0
49163,5.5,9.5,120,-47.5
49164,5.5,9.5,120,-45.0
49165,5.5,9.5,120,-42.5
49166,5.5,9.5,120,-40.0
49167,5.5,9.5,120,-37.5
49168,5.5,9.5,120,-35.0
49169,5.5,9.5,120,-32.5
49170,5.5,9.5,120,-30.0
49171,5.5,9.5,120,-27.5
49172,5.5,9.5,120,-25.0
49173,5.5,9.5,120,-22.5
49174,5.5,9.5,120,-20.0
49175,5.5,9.5,120,-17.5
49176,5.5,9.5,120,-15.0
49177,5.5,9.5,120,-12.5
49178,5.5,9.5,120,-10.0
49179,5.5,9.5,120,-7.5
49180,5.5,9.5,120,-5.0
49181,5.5,9.5,120,-2.5
49182,5.5,9.5,120,0.0
49183,5.5,9.5,120,2.5
49184,5.5,9.5,120,5.0
49185,5.5,9.5,120,7.5
49186,5.5,9.5,120,10.0
49187,5.5,9.5,120,12.5
49188,5.5,9.5,120,15.0
49189,5.5,9.5,120,17.5
49190,5.5,9.5,120,20.0
49191,5.5,9.5,120,22.5
49192,5.5,9.5,120,25.0
49193,5.5,9.5,120,27.5
49194,5.5,9.5,120,30.0
49195,5.5,9.5,120,32.5
49196,5.5,9.5,120,35.0
49197,5.5,9.5,120,37.5
49198,5.5,9.5,120,40.0
49199,5.5,9.5,120,42.5
49200,5.5,9.5,120,45.0
49201,5.5,9.5,120,47.5
49202,5.5,9.5,120,50.0
49203,5.5,9.5,130,-50.0
49204,5.5,9.5,130,-47.5
49205,5.5,9.5,130,-45.0
49206,5.5,9.5,130,-42.5
49207,5.5,9.5,130,-40.0
49208,5.5,9.5,130,-37.5
49209,5.5,9.5,130,-35.0
49210,5.5,9.5,130,-32.5
49211,5.5,9.5,130,-30.0
49212,5.5,9.5,130,-27.5
49213,5.5,9.5,130,-25.0
49214,5.5,9.5,130,-22.5
49215,5.5,9.5,130,-20.0
49216,5.5,9.5,130,-17.5
49217,5.5,9.5,130,-15.0
49218,5.5,9.5,130,-12.5
49219,5.5,9.5,130,-10.0
49220,5.5,9.5,130,-7.5
49221,5.5,9.5,130,-5.0
49222,5.5,9.5,130,-2.5
49223,5.5,9.5,130,0.0
49224,5.5,9.5,130,2.5
49225,5.5,9.5,130,5.0
49226,5.5,9.5,130,7.5
49227,5.5,9.5,130,10.0
49228,5.5,9.5,130,12.5
49229,5.5,9.5,130,15.0
49230,5.5,9.5,130,17.5
49231,5.5,9.5,130,20.0
49232,5.5,9.5,130,22.5
49233,5.5,9.5,130,25.0
49234,5.5,9.5,130,27.5
49235,5.5,9.5,130,30.0
49236,5.5,9.5,130,32.5
49237,5.5,9.5,130,35.0
49238,5.5,9.5,130,37.5
49239,5.5,9.5,130,40.0
49240,5.5,9.5,130,42.5
49241,5.5,9.5,130,45.0
49242,5.5,9.5,130,47.5
49243,5.5,9.5,130,50.0
49244,5.5,10.0,20,-50.0
49245,5.5,10.0,20,-47.5
49246,5.5,10.0,20,-45.0
49247,5.5,10.0,20,-42.5
49248,5.5,10.0,20,-40.0
49249,5.5,10.0,20,-37.5
49250,5.5,10.0,20,-35.0
49251,5.5,10.0,20,-32.5
49252,5.5,10.0,20,-30.0
49253,5.5,10.0,20,-27.5
49254,5.5,10.0,20,-25.0
49255,5.5,10.0,20,-22.5
49256,5.5,10.0,20,-20.0
49257,5.5,10.0,20,-17.5
49258,5.5,10.0,20,-15.0
49259,5.5,10.0,20,-12.5
49260,5.5,10.0,20,-10.0
49261,5.5,10.0,20,-7.5
49262,5.5,10.0,20,-5.0
49263,5.5,10.0,20,-2.5
49264,5.5,10.0,20,0.0
49265,5.5,10.0,20,2.5
49266,5.5,10.0,20,5.0
49267,5.5,10.0,20,7.5
49268,5.5,10.0,20,10.0
49269,5.5,10.0,20,12.5
49270,5.5,10.0,20,15.0
49271,5.5,10.0,20,17.5
49272,5.5,10.0,20,20.0
49273,5.5,10.0,20,22.5
49274,5.5,10.0,20,25.0
49275,5.5,10.0,20,27.5
49276,5.5,10.0,20,30.0
49277,5.5,10.0,20,32.5
49278,5.5,10.0,20,35.0
49279,5.5,10.0,20,37.5
49280,5.5,10.0,20,40.0
49281,5.5,10.0,20,42.5
49282,5.5,10.0,20,45.0
49283,5.5,10.0,20,47.5
49284,5.5,10.0,20,50.0
49285,5.5,10.0,30,-50.0
49286,5.5,10.0,30,-47.5
49287,5.5,10.0,30,-45.0
49288,5.5,10.0,30,-42.5
49289,5.5,10.0,30,-40.0
49290,5.5,10.0,30,-37.5
49291,5.5,10.0,30,-35.0
49292,5.5,10.0,30,-32.5
49293,5.5,10.0,30,-30.0
49294,5.5,10.0,30,-27.5
49295,5.5,10.0,30,-25.0
49296,5.5,10.0,30,-22.5
49297,5.5,10.0,30,-20.0
49298,5.5,10.0,30,-17.5
49299,5.5,10.0,30,-15.0
49300,5.5,10.0,30,-12.5
49301,5.5,10.0,30,-10.0
49302,5.5,10.0,30,-7.5
49303,5.5,10.0,30,-5.0
49304,5.5,10.0,30,-2.5
49305,5.5,10.0,30,0.0
49306,5.5,10.0,30,2.5
49307,5.5,10.0,30,5.0
49308,5.5,10.0,30,7.5
49309,5.5,10.0,30,10.0
49310,5.5,10.0,30,12.5
49311,5.5,10.0,30,15.0
49312,5.5,10.0,30,17.5
49313,5.5,10.0,30,20.0
49314,5.5,10.0,30,22.5
49315,5.5,10.0,30,25.0
49316,5.5,10.0,30,27.5
49317,5.5,10.0,30,30.0
49318,5.5,10.0,30,32.5
49319,5.5,10.0,30,35.0
49320,5.5,10.0,30,37.5
49321,5.5,10.0,30,40.0
49322,5.5,10.0,30,42.5
49323,5.5,10.0,30,45.0
49324,5.5,10.0,30,47.5
49325,5.5,10.0,30,50.0
49326,5.5,10.0,40,-50.0
49327,5.5,10.0,40,-47.5
49328,5.5,10.0,40,-45.0
49329,5.5,10.0,40,-42.5
49330,5.5,10.0,40,-40.0
49331,5.5,10.0,40,-37.5
49332,5.5,10.0,40,-35.0
49333,5.5,10.0,40,-32.5
49334,5.5,10.0,40,-30.0
49335,5.5,10.0,40,-27.5
49336,5.5,10.0,40,-25.0
49337,5.5,10.0,40,-22.5
49338,5.5,10.0,40,-20.0
49339,5.5,10.0,40,-17.5
49340,5.5,10.0,40,-15.0
49341,5.5,10.0,40,-12.5
49342,5.5,10.0,40,-10.0
49343,5.5,10.0,40,-7.5
49344,5.5,10.0,40,-5.0
49345,5.5,10.0,40,-2.5
49346,5.5,10.0,40,0.0
49347,5.5,10.0,40,2.5
49348,5.5,10.0,40,5.0
49349,5.5,10.0,40,7.5
49350,5.5,10.0,40,10.0
49351,5.5,10.0,40,12.5
49352,5.5,10.0,40,15.0
49353,5.5,10.0,40,17.5
49354,5.5,10.0,40,20.0
49355,5.5,10.0,40,22.5
49356,5.5,10.0,40,25.0
49357,5.5,10.0,40,27.5
49358,5.5,10.0,40,30.0
49359,5.5,10.0,40,32.5
49360,5.5,10.0,40,35.0
49361,5.5,10.0,40,37.5
49362,5.5,10.0,40,40.0
49363,5.5,10.0,40,42.5
49364,5.5,10.0,40,45.0
49365,5.5,10.0,40,47.5
49366,5.5,10.0,40,50.0
49367,5.5,10.0,50,-50.0
49368,5.5,10.0,50,-47.5
49369,5.5,10.0,50,-45.0
49370,5.5,10.0,50,-42.5
49371,5.5,10.0,50,-40.0
49372,5.5,10.0,50,-37.5
49373,5.5,10.0,50,-35.0
49374,5.5,10.0,50,-32.5
49375,5.5,10.0,50,-30.0
49376,5.5,10.0,50,-27.5
49377,5.5,10.0,50,-25.0
49378,5.5,10.0,50,-22.5
49379,5.5,10.0,50,-20.0
49380,5.5,10.0,50,-17.5
49381,5.5,10.0,50,-15.0
49382,5.5,10.0,50,-12.5
49383,5.5,10.0,50,-10.0
49384,5.5,10.0,50,-7.5
49385,5.5,10.0,50,-5.0
49386,5.5,10.0,50,-2.5
49387,5.5,10.0,50,0.0
49388,5.5,10.0,50,2.5
49389,5.5,10.0,50,5.0
49390,5.5,10.0,50,7.5
49391,5.5,10.0,50,10.0
49392,5.5,10.0,50,12.5
49393,5.5,10.0,50,15.0
49394,5.5,10.0,50,17.5
49395,5.5,10.0,50,20.0
49396,5.5,10.0,50,22.5
49397,5.5,10.0,50,25.0
49398,5.5,10.0,50,27.5
49399,5.5,10.0,50,30.0
49400,5.5,10.0,50,32.5
49401,5.5,10.0,50,35.0
49402,5.5,10.0,50,37.5
49403,5.5,10.0,50,40.0
49404,5.5,10.0,50,42.5
49405,5.5,10.0,50,45.0
49406,5.5,10.0,50,47.5
49407,5.5,10.0,50,50.0
49408,5.5,10.0,60,-50.0
49409,5.5,10.0,60,-47.5
49410,5.5,10.0,60,-45.0
49411,5.5,10.0,60,-42.5
49412,5.5,10.0,60,-40.0
49413,5.5,10.0,60,-37.5
49414,5.5,10.0,60,-35.0
49415,5.5,10.0,60,-32.5
49416,5.5,10.0,60,-30.0
49417,5.5,10.0,60,-27.5
49418,5.5,10.0,60,-25.0
49419,5.5,10.0,60,-22.5
49420,5.5,10.0,60,-20.0
49421,5.5,10.0,60,-17.5
