Iteration,A,R,sdvig,polojenie
25297,4,12.5,30,-37.5
25298,4,12.5,30,-35.0
25299,4,12.5,30,-32.5
25300,4,12.5,30,-30.0
25301,4,12.5,30,-27.5
25302,4,12.5,30,-25.0
25303,4,12.5,30,-22.5
25304,4,12.5,30,-20.0
25305,4,12.5,30,-17.5
25306,4,12.5,30,-15.0
25307,4,12.5,30,-12.5
25308,4,12.5,30,-10.0
25309,4,12.5,30,-7.5
25310,4,12.5,30,-5.0
25311,4,12.5,30,-2.5
25312,4,12.5,30,0.0
25313,4,12.5,30,2.5
25314,4,12.5,30,5.0
25315,4,12.5,30,7.5
25316,4,12.5,30,10.0
25317,4,12.5,30,12.5
25318,4,12.5,30,15.0
25319,4,12.5,30,17.5
25320,4,12.5,30,20.0
25321,4,12.5,30,22.5
25322,4,12.5,30,25.0
25323,4,12.5,30,27.5
25324,4,12.5,30,30.0
25325,4,12.5,30,32.5
25326,4,12.5,30,35.0
25327,4,12.5,30,37.5
25328,4,12.5,30,40.0
25329,4,12.5,30,42.5
25330,4,12.5,30,45.0
25331,4,12.5,30,47.5
25332,4,12.5,30,50.0
25333,4,12.5,40,-50.0
25334,4,12.5,40,-47.5
25335,4,12.5,40,-45.0
25336,4,12.5,40,-42.5
25337,4,12.5,40,-40.0
25338,4,12.5,40,-37.5
25339,4,12.5,40,-35.0
25340,4,12.5,40,-32.5
25341,4,12.5,40,-30.0
25342,4,12.5,40,-27.5
25343,4,12.5,40,-25.0
25344,4,12.5,40,-22.5
25345,4,12.5,40,-20.0
25346,4,12.5,40,-17.5
25347,4,12.5,40,-15.0
25348,4,12.5,40,-12.5
25349,4,12.5,40,-10.0
25350,4,12.5,40,-7.5
25351,4,12.5,40,-5.0
25352,4,12.5,40,-2.5
25353,4,12.5,40,0.0
25354,4,12.5,40,2.5
25355,4,12.5,40,5.0
25356,4,12.5,40,7.5
25357,4,12.5,40,10.0
25358,4,12.5,40,12.5
25359,4,12.5,40,15.0
25360,4,12.5,40,17.5
25361,4,12.5,40,20.0
25362,4,12.5,40,22.5
25363,4,12.5,40,25.0
25364,4,12.5,40,27.5
25365,4,12.5,40,30.0
25366,4,12.5,40,32.5
25367,4,12.5,40,35.0
25368,4,12.5,40,37.5
25369,4,12.5,40,40.0
25370,4,12.5,40,42.5
25371,4,12.5,40,45.0
25372,4,12.5,40,47.5
25373,4,12.5,40,50.0
25374,4,12.5,50,-50.0
25375,4,12.5,50,-47.5
25376,4,12.5,50,-45.0
25377,4,12.5,50,-42.5
25378,4,12.5,50,-40.0
25379,4,12.5,50,-37.5
25380,4,12.5,50,-35.0
25381,4,12.5,50,-32.5
25382,4,12.5,50,-30.0
25383,4,12.5,50,-27.5
25384,4,12.5,50,-25.0
25385,4,12.5,50,-22.5
25386,4,12.5,50,-20.0
25387,4,12.5,50,-17.5
25388,4,12.5,50,-15.0
25389,4,12.5,50,-12.5
25390,4,12.5,50,-10.0
25391,4,12.5,50,-7.5
25392,4,12.5,50,-5.0
25393,4,12.5,50,-2.5
25394,4,12.5,50,0.0
25395,4,12.5,50,2.5
25396,4,12.5,50,5.0
25397,4,12.5,50,7.5
25398,4,12.5,50,10.0
25399,4,12.5,50,12.5
25400,4,12.5,50,15.0
25401,4,12.5,50,17.5
25402,4,12.5,50,20.0
25403,4,12.5,50,22.5
25404,4,12.5,50,25.0
25405,4,12.5,50,27.5
25406,4,12.5,50,30.0
25407,4,12.5,50,32.5
25408,4,12.5,50,35.0
25409,4,12.5,50,37.5
25410,4,12.5,50,40.0
25411,4,12.5,50,42.5
25412,4,12.5,50,45.0
25413,4,12.5,50,47.5
25414,4,12.5,50,50.0
25415,4,12.5,60,-50.0
25416,4,12.5,60,-47.5
25417,4,12.5,60,-45.0
25418,4,12.5,60,-42.5
25419,4,12.5,60,-40.0
25420,4,12.5,60,-37.5
25421,4,12.5,60,-35.0
25422,4,12.5,60,-32.5
25423,4,12.5,60,-30.0
25424,4,12.5,60,-27.5
25425,4,12.5,60,-25.0
25426,4,12.5,60,-22.5
25427,4,12.5,60,-20.0
25428,4,12.5,60,-17.5
25429,4,12.5,60,-15.0
25430,4,12.5,60,-12.5
25431,4,12.5,60,-10.0
25432,4,12.5,60,-7.5
25433,4,12.5,60,-5.0
25434,4,12.5,60,-2.5
25435,4,12.5,60,0.0
25436,4,12.5,60,2.5
25437,4,12.5,60,5.0
25438,4,12.5,60,7.5
25439,4,12.5,60,10.0
25440,4,12.5,60,12.5
25441,4,12.5,60,15.0
25442,4,12.5,60,17.5
25443,4,12.5,60,20.0
25444,4,12.5,60,22.5
25445,4,12.5,60,25.0
25446,4,12.5,60,27.5
25447,4,12.5,60,30.0
25448,4,12.5,60,32.5
25449,4,12.5,60,35.0
25450,4,12.5,60,37.5
25451,4,12.5,60,40.0
25452,4,12.5,60,42.5
25453,4,12.5,60,45.0
25454,4,12.5,60,47.5
25455,4,12.5,60,50.0
25456,4,12.5,70,-50.0
25457,4,12.5,70,-47.5
25458,4,12.5,70,-45.0
25459,4,12.5,70,-42.5
25460,4,12.5,70,-40.0
25461,4,12.5,70,-37.5
25462,4,12.5,70,-35.0
25463,4,12.5,70,-32.5
25464,4,12.5,70,-30.0
25465,4,12.5,70,-27.5
25466,4,12.5,70,-25.0
25467,4,12.5,70,-22.5
25468,4,12.5,70,-20.0
25469,4,12.5,70,-17.5
25470,4,12.5,70,-15.0
25471,4,12.5,70,-12.5
25472,4,12.5,70,-10.0
25473,4,12.5,70,-7.5
25474,4,12.5,70,-5.0
25475,4,12.5,70,-2.5
25476,4,12.5,70,0.0
25477,4,12.5,70,2.5
25478,4,12.5,70,5.0
25479,4,12.5,70,7.5
25480,4,12.5,70,10.0
25481,4,12.5,70,12.5
25482,4,12.5,70,15.0
25483,4,12.5,70,17.5
25484,4,12.5,70,20.0
25485,4,12.5,70,22.5
25486,4,12.5,70,25.0
25487,4,12.5,70,27.5
25488,4,12.5,70,30.0
25489,4,12.5,70,32.5
25490,4,12.5,70,35.0
25491,4,12.5,70,37.5
25492,4,12.5,70,40.0
25493,4,12.5,70,42.5
25494,4,12.5,70,45.0
25495,4,12.5,70,47.5
25496,4,12.5,70,50.0
25497,4,12.5,80,-50.0
25498,4,12.5,80,-47.5
25499,4,12.5,80,-45.0
25500,4,12.5,80,-42.5
25501,4,12.5,80,-40.0
25502,4,12.5,80,-37.5
25503,4,12.5,80,-35.0
25504,4,12.5,80,-32.5
25505,4,12.5,80,-30.0
25506,4,12.5,80,-27.5
25507,4,12.5,80,-25.0
25508,4,12.5,80,-22.5
25509,4,12.5,80,-20.0
25510,4,12.5,80,-17.5
25511,4,12.5,80,-15.0
25512,4,12.5,80,-12.5
25513,4,12.5,80,-10.0
25514,4,12.5,80,-7.5
25515,4,12.5,80,-5.0
25516,4,12.5,80,-2.5
25517,4,12.5,80,0.0
25518,4,12.5,80,2.5
25519,4,12.5,80,5.0
25520,4,12.5,80,7.5
25521,4,12.5,80,10.0
25522,4,12.5,80,12.5
25523,4,12.5,80,15.0
25524,4,12.5,80,17.5
25525,4,12.5,80,20.0
25526,4,12.5,80,22.5
25527,4,12.5,80,25.0
25528,4,12.5,80,27.5
25529,4,12.5,80,30.0
25530,4,12.5,80,32.5
25531,4,12.5,80,35.0
25532,4,12.5,80,37.5
25533,4,12.5,80,40.0
25534,4,12.5,80,42.5
25535,4,12.5,80,45.0
25536,4,12.5,80,47.5
25537,4,12.5,80,50.0
25538,4,12.5,90,-50.0
25539,4,12.5,90,-47.5
25540,4,12.5,90,-45.0
25541,4,12.5,90,-42.5
25542,4,12.5,90,-40.0
25543,4,12.5,90,-37.5
25544,4,12.5,90,-35.0
25545,4,12.5,90,-32.5
25546,4,12.5,90,-30.0
25547,4,12.5,90,-27.5
25548,4,12.5,90,-25.0
25549,4,12.5,90,-22.5
25550,4,12.5,90,-20.0
25551,4,12.5,90,-17.5
25552,4,12.5,90,-15.0
25553,4,12.5,90,-12.5
25554,4,12.5,90,-10.0
25555,4,12.5,90,-7.5
25556,4,12.5,90,-5.0
25557,4,12.5,90,-2.5
25558,4,12.5,90,0.0
25559,4,12.5,90,2.5
25560,4,12.5,90,5.0
25561,4,12.5,90,7.5
25562,4,12.5,90,10.0
25563,4,12.5,90,12.5
25564,4,12.5,90,15.0
25565,4,12.5,90,17.5
25566,4,12.5,90,20.0
25567,4,12.5,90,22.5
25568,4,12.5,90,25.0
25569,4,12.5,90,27.5
25570,4,12.5,90,30.0
25571,4,12.5,90,32.5
25572,4,12.5,90,35.0
25573,4,12.5,90,37.5
25574,4,12.5,90,40.0
25575,4,12.5,90,42.5
25576,4,12.5,90,45.0
25577,4,12.5,90,47.5
25578,4,12.5,90,50.0
25579,4,12.5,100,-50.0
25580,4,12.5,100,-47.5
25581,4,12.5,100,-45.0
25582,4,12.5,100,-42.5
25583,4,12.5,100,-40.0
25584,4,12.5,100,-37.5
25585,4,12.5,100,-35.0
25586,4,12.5,100,-32.5
25587,4,12.5,100,-30.0
25588,4,12.5,100,-27.5
25589,4,12.5,100,-25.0
25590,4,12.5,100,-22.5
25591,4,12.5,100,-20.0
25592,4,12.5,100,-17.5
25593,4,12.5,100,-15.0
25594,4,12.5,100,-12.5
25595,4,12.5,100,-10.0
25596,4,12.5,100,-7.5
25597,4,12.5,100,-5.0
25598,4,12.5,100,-2.5
25599,4,12.5,100,0.0
25600,4,12.5,100,2.5
25601,4,12.5,100,5.0
25602,4,12.5,100,7.5
25603,4,12.5,100,10.0
25604,4,12.5,100,12.5
25605,4,12.5,100,15.0
25606,4,12.5,100,17.5
25607,4,12.5,100,20.0
25608,4,12.5,100,22.5
25609,4,12.5,100,25.0
25610,4,12.5,100,27.5
25611,4,12.5,100,30.0
25612,4,12.5,100,32.5
25613,4,12.5,100,35.0
25614,4,12.5,100,37.5
25615,4,12.5,100,40.0
25616,4,12.5,100,42.5
25617,4,12.5,100,45.0
25618,4,12.5,100,47.5
25619,4,12.5,100,50.0
25620,4,12.5,110,-50.0
25621,4,12.5,110,-47.5
25622,4,12.5,110,-45.0
25623,4,12.5,110,-42.5
25624,4,12.5,110,-40.0
25625,4,12.5,110,-37.5
25626,4,12.5,110,-35.0
25627,4,12.5,110,-32.5
25628,4,12.5,110,-30.0
25629,4,12.5,110,-27.5
25630,4,12.5,110,-25.0
25631,4,12.5,110,-22.5
25632,4,12.5,110,-20.0
25633,4,12.5,110,-17.5
25634,4,12.5,110,-15.0
25635,4,12.5,110,-12.5
25636,4,12.5,110,-10.0
25637,4,12.5,110,-7.5
25638,4,12.5,110,-5.0
25639,4,12.5,110,-2.5
25640,4,12.5,110,0.0
25641,4,12.5,110,2.5
25642,4,12.5,110,5.0
25643,4,12.5,110,7.5
25644,4,12.5,110,10.0
25645,4,12.5,110,12.5
25646,4,12.5,110,15.0
25647,4,12.5,110,17.5
25648,4,12.5,110,20.0
25649,4,12.5,110,22.5
25650,4,12.5,110,25.0
25651,4,12.5,110,27.5
25652,4,12.5,110,30.0
25653,4,12.5,110,32.5
25654,4,12.5,110,35.0
25655,4,12.5,110,37.5
25656,4,12.5,110,40.0
25657,4,12.5,110,42.5
25658,4,12.5,110,45.0
25659,4,12.5,110,47.5
25660,4,12.5,110,50.0
25661,4,12.5,120,-50.0
25662,4,12.5,120,-47.5
25663,4,12.5,120,-45.0
25664,4,12.5,120,-42.5
25665,4,12.5,120,-40.0
25666,4,12.5,120,-37.5
25667,4,12.5,120,-35.0
25668,4,12.5,120,-32.5
25669,4,12.5,120,-30.0
25670,4,12.5,120,-27.5
25671,4,12.5,120,-25.0
25672,4,12.5,120,-22.5
25673,4,12.5,120,-20.0
25674,4,12.5,120,-17.5
25675,4,12.5,120,-15.0
25676,4,12.5,120,-12.5
25677,4,12.5,120,-10.0
25678,4,12.5,120,-7.5
25679,4,12.5,120,-5.0
25680,4,12.5,120,-2.5
25681,4,12.5,120,0.0
25682,4,12.5,120,2.5
25683,4,12.5,120,5.0
25684,4,12.5,120,7.5
25685,4,12.5,120,10.0
25686,4,12.5,120,12.5
25687,4,12.5,120,15.0
25688,4,12.5,120,17.5
25689,4,12.5,120,20.0
25690,4,12.5,120,22.5
25691,4,12.5,120,25.0
25692,4,12.5,120,27.5
25693,4,12.5,120,30.0
25694,4,12.5,120,32.5
25695,4,12.5,120,35.0
25696,4,12.5,120,37.5
25697,4,12.5,120,40.0
25698,4,12.5,120,42.5
25699,4,12.5,120,45.0
25700,4,12.5,120,47.5
25701,4,12.5,120,50.0
25702,4,12.5,130,-50.0
25703,4,12.5,130,-47.5
25704,4,12.5,130,-45.0
25705,4,12.5,130,-42.5
25706,4,12.5,130,-40.0
25707,4,12.5,130,-37.5
25708,4,12.5,130,-35.0
25709,4,12.5,130,-32.5
25710,4,12.5,130,-30.0
25711,4,12.5,130,-27.5
25712,4,12.5,130,-25.0
25713,4,12.5,130,-22.5
25714,4,12.5,130,-20.0
25715,4,12.5,130,-17.5
25716,4,12.5,130,-15.0
25717,4,12.5,130,-12.5
25718,4,12.5,130,-10.0
25719,4,12.5,130,-7.5
25720,4,12.5,130,-5.0
25721,4,12.5,130,-2.5
25722,4,12.5,130,0.0
25723,4,12.5,130,2.5
25724,4,12.5,130,5.0
25725,4,12.5,130,7.5
25726,4,12.5,130,10.0
25727,4,12.5,130,12.5
25728,4,12.5,130,15.0
25729,4,12.5,130,17.5
25730,4,12.5,130,20.0
25731,4,12.5,130,22.5
25732,4,12.5,130,25.0
25733,4,12.5,130,27.5
25734,4,12.5,130,30.0
25735,4,12.5,130,32.5
25736,4,12.5,130,35.0
25737,4,12.5,130,37.5
25738,4,12.5,130,40.0
25739,4,12.5,130,42.5
25740,4,12.5,130,45.0
25741,4,12.5,130,47.5
25742,4,12.5,130,50.0
25743,4,13.0,20,-50.0
25744,4,13.0,20,-47.5
25745,4,13.0,20,-45.0
25746,4,13.0,20,-42.5
25747,4,13.0,20,-40.0
25748,4,13.0,20,-37.5
25749,4,13.0,20,-35.0
25750,4,13.0,20,-32.5
25751,4,13.0,20,-30.0
25752,4,13.0,20,-27.5
25753,4,13.0,20,-25.0
25754,4,13.0,20,-22.5
25755,4,13.0,20,-20.0
25756,4,13.0,20,-17.5
25757,4,13.0,20,-15.0
25758,4,13.0,20,-12.5
25759,4,13.0,20,-10.0
25760,4,13.0,20,-7.5
25761,4,13.0,20,-5.0
25762,4,13.0,20,-2.5
25763,4,13.0,20,0.0
25764,4,13.0,20,2.5
25765,4,13.0,20,5.0
25766,4,13.0,20,7.5
25767,4,13.0,20,10.0
25768,4,13.0,20,12.5
25769,4,13.0,20,15.0
25770,4,13.0,20,17.5
25771,4,13.0,20,20.0
25772,4,13.0,20,22.5
25773,4,13.0,20,25.0
25774,4,13.0,20,27.5
25775,4,13.0,20,30.0
25776,4,13.0,20,32.5
25777,4,13.0,20,35.0
25778,4,13.0,20,37.5
25779,4,13.0,20,40.0
25780,4,13.0,20,42.5
25781,4,13.0,20,45.0
25782,4,13.0,20,47.5
25783,4,13.0,20,50.0
25784,4,13.0,30,-50.0
25785,4,13.0,30,-47.5
25786,4,13.0,30,-45.0
25787,4,13.0,30,-42.5
25788,4,13.0,30,-40.0
25789,4,13.0,30,-37.5
25790,4,13.0,30,-35.0
25791,4,13.0,30,-32.5
25792,4,13.0,30,-30.0
25793,4,13.0,30,-27.5
25794,4,13.0,30,-25.0
25795,4,13.0,30,-22.5
25796,4,13.0,30,-20.0
25797,4,13.0,30,-17.5
25798,4,13.0,30,-15.0
25799,4,13.0,30,-12.5
25800,4,13.0,30,-10.0
25801,4,13.0,30,-7.5
25802,4,13.0,30,-5.0
25803,4,13.0,30,-2.5
25804,4,13.0,30,0.0
25805,4,13.0,30,2.5
25806,4,13.0,30,5.0
25807,4,13.0,30,7.5
25808,4,13.0,30,10.0
25809,4,13.0,30,12.5
25810,4,13.0,30,15.0
25811,4,13.0,30,17.5
25812,4,13.0,30,20.0
25813,4,13.0,30,22.5
25814,4,13.0,30,25.0
25815,4,13.0,30,27.5
25816,4,13.0,30,30.0
25817,4,13.0,30,32.5
25818,4,13.0,30,35.0
25819,4,13.0,30,37.5
25820,4,13.0,30,40.0
25821,4,13.0,30,42.5
25822,4,13.0,30,45.0
25823,4,13.0,30,47.5
25824,4,13.0,30,50.0
25825,4,13.0,40,-50.0
25826,4,13.0,40,-47.5
25827,4,13.0,40,-45.0
25828,4,13.0,40,-42.5
25829,4,13.0,40,-40.0
25830,4,13.0,40,-37.5
25831,4,13.0,40,-35.0
25832,4,13.0,40,-32.5
25833,4,13.0,40,-30.0
25834,4,13.0,40,-27.5
25835,4,13.0,40,-25.0
25836,4,13.0,40,-22.5
25837,4,13.0,40,-20.0
25838,4,13.0,40,-17.5
25839,4,13.0,40,-15.0
25840,4,13.0,40,-12.5
25841,4,13.0,40,-10.0
25842,4,13.0,40,-7.5
25843,4,13.0,40,-5.0
25844,4,13.0,40,-2.5
25845,4,13.0,40,0.0
25846,4,13.0,40,2.5
25847,4,13.0,40,5.0
25848,4,13.0,40,7.5
25849,4,13.0,40,10.0
25850,4,13.0,40,12.5
25851,4,13.0,40,15.0
25852,4,13.0,40,17.5
25853,4,13.0,40,20.0
25854,4,13.0,40,22.5
25855,4,13.0,40,25.0
25856,4,13.0,40,27.5
25857,4,13.0,40,30.0
25858,4,13.0,40,32.5
25859,4,13.0,40,35.0
25860,4,13.0,40,37.5
25861,4,13.0,40,40.0
25862,4,13.0,40,42.5
25863,4,13.0,40,45.0
25864,4,13.0,40,47.5
25865,4,13.0,40,50.0
25866,4,13.0,50,-50.0
25867,4,13.0,50,-47.5
25868,4,13.0,50,-45.0
25869,4,13.0,50,-42.5
25870,4,13.0,50,-40.0
25871,4,13.0,50,-37.5
25872,4,13.0,50,-35.0
25873,4,13.0,50,-32.5
25874,4,13.0,50,-30.0
25875,4,13.0,50,-27.5
25876,4,13.0,50,-25.0
25877,4,13.0,50,-22.5
25878,4,13.0,50,-20.0
25879,4,13.0,50,-17.5
25880,4,13.0,50,-15.0
25881,4,13.0,50,-12.5
25882,4,13.0,50,-10.0
25883,4,13.0,50,-7.5
25884,4,13.0,50,-5.0
25885,4,13.0,50,-2.5
25886,4,13.0,50,0.0
25887,4,13.0,50,2.5
25888,4,13.0,50,5.0
25889,4,13.0,50,7.5
25890,4,13.0,50,10.0
25891,4,13.0,50,12.5
25892,4,13.0,50,15.0
25893,4,13.0,50,17.5
25894,4,13.0,50,20.0
25895,4,13.0,50,22.5
25896,4,13.0,50,25.0
25897,4,13.0,50,27.5
25898,4,13.0,50,30.0
25899,4,13.0,50,32.5
25900,4,13.0,50,35.0
25901,4,13.0,50,37.5
25902,4,13.0,50,40.0
25903,4,13.0,50,42.5
25904,4,13.0,50,45.0
25905,4,13.0,50,47.5
25906,4,13.0,50,50.0
25907,4,13.0,60,-50.0
25908,4,13.0,60,-47.5
25909,4,13.0,60,-45.0
25910,4,13.0,60,-42.5
25911,4,13.0,60,-40.0
25912,4,13.0,60,-37.5
25913,4,13.0,60,-35.0
25914,4,13.0,60,-32.5
25915,4,13.0,60,-30.0
25916,4,13.0,60,-27.5
25917,4,13.0,60,-25.0
25918,4,13.0,60,-22.5
25919,4,13.0,60,-20.0
25920,4,13.0,60,-17.5
25921,4,13.0,60,-15.0
25922,4,13.0,60,-12.5
25923,4,13.0,60,-10.0
25924,4,13.0,60,-7.5
25925,4,13.0,60,-5.0
25926,4,13.0,60,-2.5
25927,4,13.0,60,0.0
25928,4,13.0,60,2.5
25929,4,13.0,60,5.0
25930,4,13.0,60,7.5
25931,4,13.0,60,10.0
25932,4,13.0,60,12.5
25933,4,13.0,60,15.0
25934,4,13.0,60,17.5
25935,4,13.0,60,20.0
25936,4,13.0,60,22.5
25937,4,13.0,60,25.0
25938,4,13.0,60,27.5
25939,4,13.0,60,30.0
25940,4,13.0,60,32.5
25941,4,13.0,60,35.0
25942,4,13.0,60,37.5
25943,4,13.0,60,40.0
25944,4,13.0,60,42.5
25945,4,13.0,60,45.0
25946,4,13.0,60,47.5
25947,4,13.0,60,50.0
25948,4,13.0,70,-50.0
25949,4,13.0,70,-47.5
25950,4,13.0,70,-45.0
25951,4,13.0,70,-42.5
25952,4,13.0,70,-40.0
25953,4,13.0,70,-37.5
25954,4,13.0,70,-35.0
25955,4,13.0,70,-32.5
25956,4,13.0,70,-30.0
25957,4,13.0,70,-27.5
25958,4,13.0,70,-25.0
25959,4,13.0,70,-22.5
25960,4,13.0,70,-20.0
25961,4,13.0,70,-17.5
25962,4,13.0,70,-15.0
25963,4,13.0,70,-12.5
25964,4,13.0,70,-10.0
25965,4,13.0,70,-7.5
25966,4,13.0,70,-5.0
25967,4,13.0,70,-2.5
25968,4,13.0,70,0.0
25969,4,13.0,70,2.5
25970,4,13.0,70,5.0
25971,4,13.0,70,7.5
25972,4,13.0,70,10.0
25973,4,13.0,70,12.5
25974,4,13.0,70,15.0
25975,4,13.0,70,17.5
25976,4,13.0,70,20.0
25977,4,13.0,70,22.5
25978,4,13.0,70,25.0
25979,4,13.0,70,27.5
25980,4,13.0,70,30.0
25981,4,13.0,70,32.5
25982,4,13.0,70,35.0
25983,4,13.0,70,37.5
25984,4,13.0,70,40.0
25985,4,13.0,70,42.5
25986,4,13.0,70,45.0
25987,4,13.0,70,47.5
25988,4,13.0,70,50.0
25989,4,13.0,80,-50.0
25990,4,13.0,80,-47.5
25991,4,13.0,80,-45.0
25992,4,13.0,80,-42.5
25993,4,13.0,80,-40.0
25994,4,13.0,80,-37.5
25995,4,13.0,80,-35.0
25996,4,13.0,80,-32.5
25997,4,13.0,80,-30.0
25998,4,13.0,80,-27.5
25999,4,13.0,80,-25.0
26000,4,13.0,80,-22.5
26001,4,13.0,80,-20.0
26002,4,13.0,80,-17.5
26003,4,13.0,80,-15.0
26004,4,13.0,80,-12.5
26005,4,13.0,80,-10.0
26006,4,13.0,80,-7.5
26007,4,13.0,80,-5.0
26008,4,13.0,80,-2.5
26009,4,13.0,80,0.0
26010,4,13.0,80,2.5
26011,4,13.0,80,5.0
26012,4,13.0,80,7.5
26013,4,13.0,80,10.0
26014,4,13.0,80,12.5
26015,4,13.0,80,15.0
26016,4,13.0,80,17.5
26017,4,13.0,80,20.0
26018,4,13.0,80,22.5
26019,4,13.0,80,25.0
26020,4,13.0,80,27.5
26021,4,13.0,80,30.0
26022,4,13.0,80,32.5
26023,4,13.0,80,35.0
26024,4,13.0,80,37.5
26025,4,13.0,80,40.0
26026,4,13.0,80,42.5
26027,4,13.0,80,45.0
26028,4,13.0,80,47.5
26029,4,13.0,80,50.0
26030,4,13.0,90,-50.0
26031,4,13.0,90,-47.5
26032,4,13.0,90,-45.0
26033,4,13.0,90,-42.5
26034,4,13.0,90,-40.0
26035,4,13.0,90,-37.5
26036,4,13.0,90,-35.0
26037,4,13.0,90,-32.5
26038,4,13.0,90,-30.0
26039,4,13.0,90,-27.5
26040,4,13.0,90,-25.0
26041,4,13.0,90,-22.5
26042,4,13.0,90,-20.0
26043,4,13.0,90,-17.5
26044,4,13.0,90,-15.0
26045,4,13.0,90,-12.5
26046,4,13.0,90,-10.0
26047,4,13.0,90,-7.5
26048,4,13.0,90,-5.0
26049,4,13.0,90,-2.5
26050,4,13.0,90,0.0
26051,4,13.0,90,2.5
26052,4,13.0,90,5.0
26053,4,13.0,90,7.5
26054,4,13.0,90,10.0
26055,4,13.0,90,12.5
26056,4,13.0,90,15.0
26057,4,13.0,90,17.5
26058,4,13.0,90,20.0
26059,4,13.0,90,22.5
26060,4,13.0,90,25.0
26061,4,13.0,90,27.5
26062,4,13.0,90,30.0
26063,4,13.0,90,32.5
26064,4,13.0,90,35.0
26065,4,13.0,90,37.5
26066,4,13.0,90,40.0
26067,4,13.0,90,42.5
26068,4,13.0,90,45.0
26069,4,13.0,90,47.5
26070,4,13.0,90,50.0
26071,4,13.0,100,-50.0
26072,4,13.0,100,-47.5
26073,4,13.0,100,-45.0
26074,4,13.0,100,-42.5
26075,4,13.0,100,-40.0
26076,4,13.0,100,-37.5
26077,4,13.0,100,-35.0
26078,4,13.0,100,-32.5
26079,4,13.0,100,-30.0
26080,4,13.0,100,-27.5
26081,4,13.0,100,-25.0
26082,4,13.0,100,-22.5
26083,4,13.0,100,-20.0
26084,4,13.0,100,-17.5
26085,4,13.0,100,-15.0
26086,4,13.0,100,-12.5
26087,4,13.0,100,-10.0
26088,4,13.0,100,-7.5
26089,4,13.0,100,-5.0
26090,4,13.0,100,-2.5
26091,4,13.0,100,0.0
26092,4,13.0,100,2.5
26093,4,13.0,100,5.0
26094,4,13.0,100,7.5
26095,4,13.0,100,10.0
26096,4,13.0,100,12.5
26097,4,13.0,100,15.0
26098,4,13.0,100,17.5
26099,4,13.0,100,20.0
26100,4,13.0,100,22.5
26101,4,13.0,100,25.0
26102,4,13.0,100,27.5
26103,4,13.0,100,30.0
26104,4,13.0,100,32.5
26105,4,13.0,100,35.0
26106,4,13.0,100,37.5
26107,4,13.0,100,40.0
26108,4,13.0,100,42.5
26109,4,13.0,100,45.0
26110,4,13.0,100,47.5
26111,4,13.0,100,50.0
26112,4,13.0,110,-50.0
26113,4,13.0,110,-47.5
26114,4,13.0,110,-45.0
26115,4,13.0,110,-42.5
26116,4,13.0,110,-40.0
26117,4,13.0,110,-37.5
26118,4,13.0,110,-35.0
26119,4,13.0,110,-32.5
26120,4,13.0,110,-30.0
26121,4,13.0,110,-27.5
26122,4,13.0,110,-25.0
26123,4,13.0,110,-22.5
26124,4,13.0,110,-20.0
26125,4,13.0,110,-17.5
26126,4,13.0,110,-15.0
26127,4,13.0,110,-12.5
26128,4,13.0,110,-10.0
26129,4,13.0,110,-7.5
26130,4,13.0,110,-5.0
26131,4,13.0,110,-2.5
26132,4,13.0,110,0.0
26133,4,13.0,110,2.5
26134,4,13.0,110,5.0
26135,4,13.0,110,7.5
26136,4,13.0,110,10.0
26137,4,13.0,110,12.5
26138,4,13.0,110,15.0
26139,4,13.0,110,17.5
26140,4,13.0,110,20.0
26141,4,13.0,110,22.5
26142,4,13.0,110,25.0
26143,4,13.0,110,27.5
26144,4,13.0,110,30.0
26145,4,13.0,110,32.5
26146,4,13.0,110,35.0
26147,4,13.0,110,37.5
26148,4,13.0,110,40.0
26149,4,13.0,110,42.5
26150,4,13.0,110,45.0
26151,4,13.0,110,47.5
26152,4,13.0,110,50.0
26153,4,13.0,120,-50.0
26154,4,13.0,120,-47.5
26155,4,13.0,120,-45.0
26156,4,13.0,120,-42.5
26157,4,13.0,120,-40.0
26158,4,13.0,120,-37.5
26159,4,13.0,120,-35.0
26160,4,13.0,120,-32.5
26161,4,13.0,120,-30.0
26162,4,13.0,120,-27.5
26163,4,13.0,120,-25.0
26164,4,13.0,120,-22.5
26165,4,13.0,120,-20.0
26166,4,13.0,120,-17.5
26167,4,13.0,120,-15.0
26168,4,13.0,120,-12.5
26169,4,13.0,120,-10.0
26170,4,13.0,120,-7.5
26171,4,13.0,120,-5.0
26172,4,13.0,120,-2.5
26173,4,13.0,120,0.0
26174,4,13.0,120,2.5
26175,4,13.0,120,5.0
26176,4,13.0,120,7.5
26177,4,13.0,120,10.0
26178,4,13.0,120,12.5
26179,4,13.0,120,15.0
26180,4,13.0,120,17.5
26181,4,13.0,120,20.0
26182,4,13.0,120,22.5
26183,4,13.0,120,25.0
26184,4,13.0,120,27.5
26185,4,13.0,120,30.0
26186,4,13.0,120,32.5
26187,4,13.0,120,35.0
26188,4,13.0,120,37.5
26189,4,13.0,120,40.0
26190,4,13.0,120,42.5
26191,4,13.0,120,45.0
26192,4,13.0,120,47.5
26193,4,13.0,120,50.0
26194,4,13.0,130,-50.0
26195,4,13.0,130,-47.5
26196,4,13.0,130,-45.0
26197,4,13.0,130,-42.5
26198,4,13.0,130,-40.0
